idannonce;type_annonceur;typedebien;typedetransaction;etage;surface;surface_terrain;nb_pieces;prix_bien;prix_maison;prix_terrain;mensualiteFinance;balcon;eau;bain;dpeL;dpeC;mapCoordonneesLatitude;mapCoordonneesLongitude;annonce_exclusive;nb_etages;parking;places_parking;cave;exposition;ges_class;annee_construction;nb_toilettes;nb_terraces;videophone;porte_digicode;surface_balcon;ascenseur;nb_logements_copro;charges_copro;chauffage_energie;chauffage_systeme;chauffage_mode;categorie_annonceur;logement_neuf;duree_int;typedebien_lite;date;INSEE_COM;IRIS;CODE_IRIS;TYP_IRIS_x;TYP_IRIS_y;GRD_QUART;UU2010;REG;DEP;loyer_m2_median_n6;nb_log_n6;taux_rendement_n6;loyer_m2_median_n7;nb_log_n7;taux_rendement_n7;prix_m2_vente
orpi-1-054039E1LW31;pr;m;v;0;94;507.0;5;187000;;;0;0;0;1;F;430.0;47.91078;7.52724;Oui;;;2.0;;0;D;;;;;;;;;;;;Individuel;a;n;-900.0;m;2020-06;68091;0000;680910000;Z;Z;6809100;68109;44;68;;;;;;;1989.36
orpi-1-054039E1LW9P;pr;m;v;0;77;567.0;4;180000;;;0;0;0;1;F;430.0;47.91711;7.52893;Oui;;;2.0;;0;D;;;;;;;;;;;;Individuel;a;n;-900.0;m;2020-06;68091;0000;680910000;Z;Z;6809100;68109;44;68;10.15;12.0;0.052;10.15;12.0;0.052;2337.66
orpi-1-054039E1LWDA;pr;m;v;0;77;538.0;4;166000;;;0;0;0;1;F;430.0;47.91097;7.52727;Oui;;;1.0;;0;D;;;;;;;;;;;;Individuel;a;n;-900.0;m;2020-06;68091;0000;680910000;Z;Z;6809100;68109;44;68;10.15;12.0;0.056;10.15;12.0;0.056;2155.84
visiteonline-p_5213934;pr;an;v;0;75;;4;202070;;;0;0;0;0;0;;47.91201;7.53374;0;;;;;0;;;;;False;False;;True;;;;;;ca;o;-891.0;a;2020-06;68091;0000;680910000;Z;Z;6809100;68109;44;68;;;;;;;2694.27
157403551;pr;mn;v;0;101;528.0;5;282480;198000.0;84480.0;0;0;0;0;0;;47.90958;7.52584;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68091;0000;680910000;Z;Z;6809100;68109;44;68;;;;;;;2796.83
157403195;pr;mn;v;0;136;528.0;5;326080;241600.0;84480.0;0;0;0;0;0;;47.90958;7.52584;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68091;0000;680910000;Z;Z;6809100;68109;44;68;;;;;;;2397.65
157403465;pr;mn;v;0;133;528.0;6;314245;229765.0;84480.0;0;0;0;0;0;;47.90958;7.52584;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68091;0000;680910000;Z;Z;6809100;68109;44;68;;;;;;;2362.74
159579873;pr;mn;v;0;123;565.0;6;334200;255100.0;79100.0;0;0;0;0;0;;47.90958;7.52584;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68091;0000;680910000;Z;Z;6809100;68109;44;68;;;;;;;2717.07
hektor-alaingimmo-340;pr;m;v;0;83;24.28;5;75000;;;0;0;0;1;F;420;47.87576;6.95922;Oui;2.0;;3.0;False;0;G;;1.0;1.0;;;;;;;Fioul;Radiateur;Individuel;a;n;-892.0;m;2020-06;68328;0000;683280000;Z;Z;6832800;68000;44;68;;;;;;;903.61
rodacom-4425205;pr;m;v;0;92;;5;320250;;;0;0;0;1;0;;47.66569;7.45664;Non;;;;False;0;;;2.0;;;;;;;;;;;a;n;-900.0;m;2020-06;68309;0000;683090000;Z;Z;6830900;68115;44;68;12.38;6.0;0.043;12.38;6.0;0.043;3480.98
hektor-MAYAIMMO2020-1570;pr;m;v;0;135;631.0;6;449000;;;0;0;1;1;0;;47.65564;7.45486;Oui;;;4.0;False;0;;2015.0;2.0;;;;;;;;;;Individuel;a;n;-900.0;m;2020-06;68309;0000;683090000;Z;Z;6830900;68115;44;68;13.27;3.0;0.048;13.27;3.0;0.048;3325.93
ag681156-253433728;pr;m;v;0;116;631.0;4;338000;;;0;0;0;1;C;142;47.64812;7.46118;Non;1.0;;2.0;True;Sud;D;;1.0;;;;;;5.0;360.0;Gaz;;Individuel;a;n;-892.0;m;2020-06;68309;0000;683090000;Z;Z;6830900;68115;44;68;12.0;7.0;0.049;12.0;7.0;0.049;2913.79
rodacom-4421253;pr;m;v;0;100;350.0;5;365000;;;0;0;0;1;B;80;47.65653;7.4693;Non;;;;False;0;;;2.0;;;;;;;;;;;a;n;-892.0;m;2020-06;68309;0000;683090000;Z;Z;6830900;68115;44;68;12.38;6.0;0.041;12.38;6.0;0.041;3650.0
160453555;pr;mn;v;0;100;438.0;4;265000;161640.0;103360.0;0;0;0;0;0;;47.66929;7.50242;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68163;0000;681630000;Z;Z;6816300;68205;44;68;12.75;5.0;0.058;12.75;5.0;0.058;2650.0
citya-immobilier-1273-TAPP430271;pr;a;v;2;43;;2;173000;;;0;0;0;1;VI;;47.65087;7.51171;Non;2.0;;0.0;;0;VI;2015.0;;0.0;;;;True;165.0;1370.88;;;Collectif;a;n;-900.0;a;2020-06;68163;0000;681630000;Z;Z;6816300;68205;44;68;12.87;65.0;0.038;12.87;65.0;0.038;4023.26
hektor-CGAIMMOBILIER-865;pr;m;v;0;100;250.0;5;327600;;;0;0;1;1;0;;47.68686;7.5103;Non;;;;False;0;;2020.0;2.0;;;;;;;;;;;a;n;-900.0;m;2020-06;68163;0000;681630000;Z;Z;6816300;68205;44;68;12.64;9.0;0.046;12.64;9.0;0.046;3276.0
hektor-CGAIMMOBILIER-861;pr;m;v;0;98;515.0;5;395200;;;0;0;0;0;0;;47.68359;7.50237;Non;2.0;;;False;0;;;;;;;;;;;;;;a;n;-892.0;m;2020-06;68163;0000;681630000;Z;Z;6816300;68205;44;68;12.64;9.0;0.038;12.64;9.0;0.038;4032.65
immo-facile-adresse-11049408;pr;m;v;0;126;450.0;6;371000;;;0;0;0;0;VI;;48.10849;7.28275;Oui;2.0;;;;Sud;G;;;;;;;;;;;;;a;n;-891.0;m;2020-06;68161;0000;681610000;Z;Z;6816100;68000;44;68;;;;;;;2944.44
immo-facile-36863152;pr;m;v;0;171;1200.0;7;465000;;;0;0;1;1;D;183;47.95027;7.26377;Oui;;;2.0;;0;D;1998.0;2.0;;;;;;;;Gaz;;Individuel;a;n;-900.0;m;2020-06;68364;0000;683640000;Z;Z;6836400;68111;44;68;;;;;;;2719.3
159352305;pr;mn;v;0;115;552.0;5;358200;219200.0;139000.0;0;0;0;0;0;;47.9724;7.26161;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68364;0000;683640000;Z;Z;6836400;68111;44;68;7.66;1.0;0.03;7.66;1.0;0.03;3114.78
160646785;pr;mn;v;0;132;483.0;5;279000;165000.0;114000.0;0;0;0;0;0;;47.9724;7.26161;0;;;;;0;;;;;;;;;;;;;;cm;;7.0;m;2020-06;68364;0000;683640000;Z;Z;6836400;68111;44;68;7.66;1.0;0.043;7.66;1.0;0.043;2113.64
160538055;pr;mn;v;0;136;596.0;6;399900;250900.0;149000.0;0;0;0;0;0;;47.9724;7.26161;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68364;0000;683640000;Z;Z;6836400;68111;44;68;;;;;;;2940.44
160538057;pr;mn;v;0;116;483.0;5;314200;200200.0;114000.0;0;0;0;0;0;;47.9724;7.26161;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68364;0000;683640000;Z;Z;6836400;68111;44;68;7.66;1.0;0.034;7.66;1.0;0.034;2708.62
visiteonline-p_5212830;pr;an;v;0;66;;3;247500;;;0;0;0;0;0;;47.63698;7.53546;0;;True;1.0;True;0;;;;;True;False;;True;;;;;;ca;o;-892.0;a;2020-06;68286;0000;682860000;Z;Z;6828600;68000;44;68;11.92;19.0;0.038;11.92;19.0;0.038;3750.0
160423293;pr;mn;v;0;140;500.0;5;475000;474999.0;1.0;0;0;0;0;0;;47.63838;7.53652;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68286;0000;682860000;Z;Z;6828600;68000;44;68;12.8;4.0;0.045;12.8;4.0;0.045;3392.86
160423291;pr;mn;v;0;110;500.0;5;395000;394999.0;1.0;0;0;0;0;0;;47.63838;7.53652;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68286;0000;682860000;Z;Z;6828600;68000;44;68;12.8;4.0;0.043;12.8;4.0;0.043;3590.91
guy-hoquet-immo-facile-2802821;pr;m;v;0;146;632.0;6;350000;;;0;0;1;1;C;125;47.83905;7.31369;Oui;1.0;;2.0;True;0;D;2004.0;1.0;1.0;;False;;;;;Gaz;Radiateur;Individuel;a;n;-900.0;m;2020-06;68258;0000;682580000;Z;Z;6825800;68701;44;68;;;;;;;2397.26
guy-hoquet-immo-facile-2800014;pr;a;v;0;80;;4;168000;;;0;0;0;1;VI;;47.83411;7.30297;Oui;3.0;;;True;Est;VI;2002.0;1.0;1.0;;False;;False;78.0;1747.0;Électrique;;Individuel;a;n;-900.0;a;2020-06;68258;0000;682580000;Z;Z;6825800;68701;44;68;8.64;3.0;0.049;8.64;3.0;0.049;2100.0
ag681156-252595297;pr;m;v;0;156;908.0;7;350000;;;0;0;0;1;E;247;47.61367;7.4198;Non;3.0;;4.0;True;Est;B;;2.0;;;;;;;;;;Individuel;a;n;-891.0;m;2020-06;68132;0000;681320000;Z;Z;6813200;68000;44;68;;;;;;;2243.59
hektor-MAYAIMMO2020-1736;pr;m;vp;0;245;1002.0;7;729000;;;0;0;0;3;C;146;47.58753;7.42426;Non;3.0;;;False;Sud;A;2006.0;3.0;;;;;;;;;Sol;Individuel;a;n;-900.0;m;2020-06;68264;0000;682640000;Z;Z;6826400;68000;44;68;;;;;;;2975.51
159794621;pr;mn;v;0;88;485.0;4;207400;117400.0;90000.0;0;0;0;0;0;;47.85809;7.27502;0;;;;;0;;;;;;;;;;;;;;cm;;8.0;m;2020-06;68088;0000;680880000;Z;Z;6808800;68701;44;68;;;;;;;2356.82
ag681156-252595282;pr;m;v;0;246;3199.0;10;590200;;;0;0;1;1;C;120;47.58527;7.27525;Oui;3.0;;3.0;True;Sud;D;;2.0;;;;;;;;Fioul;;Individuel;a;n;-891.0;m;2020-06;68033;0000;680330000;Z;Z;6803300;68000;44;68;;;;;;;2399.19
immo-facile-36149665;pr;m;v;0;303;;5;65000;;;0;0;0;0;C;114;48.24959;7.18569;Oui;2.0;;;;0;D;;;;;;;;;;;;Individuel;a;n;-891.0;m;2020-06;68298;0101;682980101;H;H;6829801;68204;44;68;;;;;;;214.52
159579845;pr;mn;v;0;97;660.0;5;239300;186300.0;53000.0;0;0;0;0;0;;47.62972;7.0909;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68268;0000;682680000;Z;Z;6826800;68201;44;68;;;;;;;2467.01
hektor-immo-wittenheim-3197;pr;m;v;0;105;161.0;5;235000;;;0;0;0;0;C;143;47.86498;7.25141;Non;1.0;;;False;Sud-Est-Ouest;D;2019.0;;;;;;;2.0;;;;;a;n;-900.0;m;2020-06;68043;0000;680430000;Z;Z;6804300;68701;44;68;8.59;3.0;0.046;8.59;3.0;0.046;2238.1
immo-facile-37078234;pr;m;v;0;150;482.0;5;317000;;;0;0;2;0;D;162.0;47.85851;7.2566;Non;2.0;;2.0;;0;A;;2.0;;;False;;;;;;Radiateur;Individuel;a;n;-891.0;m;2020-06;68043;0000;680430000;Z;Z;6804300;68701;44;68;8.59;3.0;0.049;8.59;3.0;0.049;2113.33
157403367;pr;mn;v;0;99;490.0;5;291300;198200.0;93100.0;0;0;0;0;0;;47.85521;7.2497;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68043;0000;680430000;Z;Z;6804300;68701;44;68;8.59;3.0;0.035;8.59;3.0;0.035;2942.42
157403557;pr;mn;v;0;101;490.0;5;291100;198000.0;93100.0;0;0;0;0;0;;47.85521;7.2497;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68043;0000;680430000;Z;Z;6804300;68701;44;68;8.59;3.0;0.036;8.59;3.0;0.036;2882.18
157403471;pr;mn;v;0;133;490.0;6;322865;229765.0;93100.0;0;0;0;0;0;;47.85521;7.2497;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68043;0000;680430000;Z;Z;6804300;68701;44;68;7.24;2.0;0.036;7.24;2.0;0.036;2427.56
157403427;pr;mn;v;0;136;490.0;5;343800;250700.0;93100.0;0;0;0;0;0;;47.85521;7.2497;0;;;;;0;;;;;;;;;;;;;;cm;;0.0;m;2020-06;68043;0000;680430000;Z;Z;6804300;68701;44;68;8.59;3.0;0.041;8.59;3.0;0.041;2527.94
immo-facile-37209199;pr;m;v;0;170;10000.0;8;324000;;;0;0;0;2;VI;;47.48312;7.22029;Non;;;;;0;VI;;3.0;;;;;;;;Fioul;Radiateur;Individuel;a;n;-900.0;m;2020-06;68184;0000;681840000;Z;Z;6818400;68000;44;68;;;;;;;1905.88
ag681156-252595306;pr;m;v;0;134;710.0;6;280000;;;0;0;0;1;F;344.0;47.69262;7.40101;Non;3.0;;4.0;False;0;D;;1.0;;;;;;;;Électrique;;Individuel;a;n;-891.0;m;2020-06;68072;0000;680720000;Z;Z;6807200;68119;44;68;;;;;;;2089.55
ag681158-254578056;pr;m;v;0;230;;8;545000;;;0;1;0;2;D;168;47.69419;7.39837;Non;1.0;;1.0;;0;;;2.0;;;;;;;;;;;a;n;-900.0;m;2020-06;68072;0000;680720000;Z;Z;6807200;68119;44;68;;;;;;;2369.57
ag681154-252828232;pr;a;v;6;115;;4;569000;;;0;0;0;2;NS;;48.07312;7.36413;Non;;;;False;Ouest;;;2.0;;;;;True;;;;;Individuel;a;n;-892.0;a;2020-06;68066;0103;680660103;H;H;6806601;68501;44;68;10.38;5.0;0.025;9.98;190.0;0.024;4947.83
ag680633-251942422;pr;a;v;0;31;;2;95000;;;0;0;0;1;D;230;48.07286;7.36396;Oui;4.0;;;False;0;E;;1.0;;;True;;True;405.0;1063.0;Gaz;;Collectif;a;n;-891.0;a;2020-06;68066;0103;680660103;H;H;6806601;68501;44;68;10.65;22.0;0.042;12.08;562.0;0.047;3064.52
ag681154-252828229;pr;a;v;3;89;;4;398000;;;0;1;0;1;NS;;48.0721;7.36321;Non;;;;False;Ouest;;;1.0;;;;;True;;;;;Individuel;a;n;-892.0;a;2020-06;68066;0103;680660103;H;H;6806601;68501;44;68;10.38;5.0;0.028;9.98;190.0;0.027;4471.91
160633843;pr;m;v;0;138;;6;480000;;;1987;0;0;0;D;226;48.07218;7.32515;Non;;;;;0;D;;;;;;;;;;;;;a;;0.0;m;2020-06;68066;0802;680660802;H;H;6806601;68501;44;68;;;;9.82;3.0;0.034;3478.26
ag681154-252828250;pr;a;v;5;151;;6;771000;;;0;0;0;2;NS;;48.07697;7.36349;Non;;;;False;Sud;;;2.0;;;;;True;;;;;Individuel;a;n;-892.0;a;2020-06;68066;0103;680660103;H;H;6806601;68501;44;68;;;;9.29;10.0;0.022;5105.96
ag681154-252828253;pr;a;v;9;193;;6;1199000;;;0;0;0;2;NS;;48.08349;7.3554;Non;;;;False;0;;;2.0;;;;;True;;;;;Individuel;a;n;-892.0;a;2020-06;68066;0502;680660502;H;H;6806601;68501;44;68;;;;9.29;10.0;0.018;6212.44
guy-hoquet-immo-facile-2557888;pr;m;v;0;100;360.0;5;192300;;;0;0;2;0;E;302;47.75264;7.35688;Oui;2.0;;1.0;True;0;F;;2.0;1.0;;;;;;;Gaz;Radiateur;Individuel;a;n;-892.0;m;2020-06;68224;0502;682240502;H;H;6822401;68701;44;68;;;;8.82;8.0;0.055;1923.0
apimo-3948866;pr;a;v;2;46;;2;70000;;;0;0;0;0;D;202.8;47.75384;7.36092;Oui;2.0;;;;0;B;;;;True;;;;;640.0;Électrique;Convecteur;Individuel;a;n;-892.0;a;2020-06;68224;0502;682240502;H;H;6822401;68701;44;68;10.8;29.0;0.085;11.11;960.0;0.088;1521.74
ag681103-251654760;pr;a;v;2;83;;5;117700;;;0;1;1;1;E;;47.75309;7.35774;Oui;3.0;;1.0;True;Est-Ouest;F;;1.0;;;;;False;12.0;2280.0;;;Collectif;a;n;-891.0;a;2020-06;68224;0502;682240502;H;H;6822401;68701;44;68;;;;8.57;110.0;0.072;1418.07
ag681154-252828241;pr;a;v;5;125;;4;604000;;;0;0;0;2;NS;;48.07831;7.34312;Non;;;;False;Ouest;;;1.0;;;;;True;;;;;Individuel;a;n;-892.0;a;2020-06;68066;0602;680660602;H;H;6806601;68501;44;68;8.4;6.0;0.021;9.98;190.0;0.025;4832.0
ag681154-252828151;pr;a;v;3;50;;2;217000;;;0;1;1;0;NS;;48.07971;7.34745;Non;;;;False;Sud;;;1.0;;;;;True;;;;;Individuel;a;n;-892.0;a;2020-06;68066;0602;680660602;H;H;6806601;68501;44;68;13.59;11.0;0.038;12.08;562.0;0.033;4340.0
ag681154-252828160;pr;a;v;2;50;;2;202000;;;0;1;1;0;NS;;48.08174;7.34445;Non;;;;False;Sud;;;1.0;;;;;True;;;;;Individuel;a;n;-892.0;a;2020-06;68066;0602;680660602;H;H;6806601;68501;44;68;13.59;11.0;0.04;12.08;562.0;0.036;4040.0
ag681154-252828235;pr;a;v;7;115;;4;640000;;;0;0;0;2;NS;;48.07568;7.34565;Non;;;;False;Ouest;;;2.0;;;;;True;;;;;Individuel;a;n;-892.0;a;2020-06;68066;0602;680660602;H;H;6806601;68501;44;68;8.4;6.0;0.018;9.98;190.0;0.022;5565.22
hektor-MAYAIMMO2020-1592;pr;m;v;0;180;1138.0;7;379000;;;0;0;1;1;C;129;47.66704;7.42379;Oui;2.0;;8.0;False;0;A;1980.0;2.0;;;;;;;;Électrique;;Individuel;a;n;-900.0;m;2020-06;68103;0000;681030000;Z;Z;6810300;68000;44;68;;;;;;;2105.56
hektor-MAYAIMMO2020-1584;pr;m;v;0;90;209.0;5;303000;;;0;0;0;1;0;;47.66305;7.41379;Non;;;2.0;False;0;;;2.0;;;;;;;;;;Individuel;a;n;-900.0;m;2020-06;68103;0000;681030000;Z;Z;6810300;68000;44;68;10.2;3.0;0.036;10.2;3.0;0.036;3366.67
rodacom-4420606;pr;a;v;3;31;;1;135000;;;0;0;0;1;0;;48.06741;7.36645;Non;3.0;;1.0;False;0;;;1.0;;;;16.0;True;;;;;;a;n;-891.0;a;2020-06;68066;0301;680660301;H;H;6806601;68501;44;68;15.18;13.0;0.042;16.0;207.0;0.044;4354.84
ag681154-252828292;pr;m;v;0;110;870.0;5;376000;;;0;0;0;1;E;292;48.05727;7.37663;Non;2.0;;;True;0;G;;1.0;;;;;;;;Fioul;;Individuel;a;n;-891.0;m;2020-06;68066;0301;680660301;H;H;6806601;68501;44;68;;;;9.91;10.0;0.035;3418.18
orpi-1-054048E1LSDJ;pr;m;v;0;100;659.0;4;312000;;;0;0;0;2;D;218.0;48.0739;7.38615;Non;;;1.0;;0;E;;;;;;;;;;;;Individuel;a;n;-900.0;m;2020-06;68066;0301;680660301;H;H;6806601;68501;44;68;;;;11.62;9.0;0.045;3120.0
iad-france-794705;pr;a;v;0;58;;3;141500;;;0;0;0;0;F;338.0;48.06721;7.36167;Oui;;;;False;0;C;;;;;False;;False;101.0;1200.0;;;;m;n;-900.0;a;2020-06;68066;0301;680660301;H;H;6806601;68501;44;68;11.33;41.0;0.056;10.63;512.0;0.052;2439.66
ag681154-252828205;pr;a;v;2;33;;1;128000;;;0;0;0;1;NS;;48.06724;7.36619;Non;;;;False;0;;;1.0;;;;;True;;;;;Individuel;a;n;-891.0;a;2020-06;68066;0301;680660301;H;H;6806601;68501;44;68;15.18;13.0;0.047;16.0;207.0;0.05;3878.79
visiteonline-p_5212234;pr;an;v;0;95;;4;329350;;;0;0;0;0;0;;48.06885;7.36322;0;;True;1.0;False;0;;;;;True;False;;True;;;;;;ca;o;-892.0;a;2020-06;68066;0301;680660301;H;H;6806601;68501;44;68;11.08;9.0;0.038;9.98;190.0;0.035;3466.84
ag681154-252828226;pr;a;v;4;89;;4;396000;;;0;1;0;1;NS;;48.06351;7.36177;Non;;;;False;Ouest;;;1.0;;;;;True;;;;;Individuel;a;n;-892.0;a;2020-06;68066;0301;680660301;H;H;6806601;68501;44;68;11.08;9.0;0.03;9.98;190.0;0.027;4449.44
ag681154-252828256;pr;a;v;6;193;;6;1141000;;;0;0;0;2;NS;;48.06179;7.36099;Non;;;;False;0;;;2.0;;;;;True;;;;;Individuel;a;n;-892.0;a;2020-06;68066;0301;680660301;H;H;6806601;68501;44;68;8.6;1.0;0.017;9.29;10.0;0.019;5911.92
ag680632-252092839;pr;a;v;1;66;;3;58000;;;0;0;0;1;F;435;47.75822;7.34304;Oui;4.0;;;True;0;D;;1.0;;;False;;False;22.0;723.08;Électrique;;Individuel;a;n;-892.0;a;2020-06;68224;1401;682241401;H;H;6822401;68701;44;68;9.25;25.0;0.126;10.0;839.0;0.137;878.79
orpi-1-054927E1LTU0;pr;a;v;3;80;;4;132600;;;0;0;0;1;D;172.0;47.76004;7.34176;Oui;4.0;;1.0;;0;E;;;;;;;;40.0;2748.0;;;Collectif, Individuel;a;n;-892.0;a;2020-06;68224;1401;682241401;H;H;6822401;68701;44;68;9.42;2.0;0.068;9.22;388.0;0.067;1657.5
ag670547-252472894;pr;m;v;0;100;400.0;4;212000;;;0;0;1;1;NS;;47.76353;7.33292;Non;;;;True;0;;;1.0;;;;;;;;Fioul;;Individuel;a;n;-892.0;m;2020-06;68224;1401;682241401;H;H;6822401;68701;44;68;;;;10.12;8.0;0.057;2120.0
159724569;pr;a;v;0;66;;3;50000;;;248;0;0;0;F;435;47.7583;7.34184;Oui;;;;;0;D;;;;;;;;22.0;;;;;a;;1.0;a;2020-06;68224;1401;682241401;H;H;6822401;68701;44;68;9.25;25.0;0.147;10.0;839.0;0.158;757.58
160307747;pr;a;v;0;86;;4;80000;;;376;0;0;0;0;;47.74365;7.30197;Non;;;;;0;;;;;;;;;18.0;;;;;a;;1.0;a;2020-06;68224;1001;682241001;H;H;6822401;68701;44;68;8.96;3.0;0.116;9.22;388.0;0.119;930.23
ag681158-254578182;pr;m;v;0;167;;5;499000;;;0;0;1;1;D;207;47.74338;7.30225;Non;;;1.0;;0;;;2.0;;;True;;;;;;;;a;n;-900.0;m;2020-06;68224;1001;682241001;H;H;6822401;68701;44;68;;;;8.82;8.0;0.035;2988.02
immo-facile-37184393;pr;a;v;0;86;134.0;4;178000;;;0;0;0;1;E;280;47.74476;7.30402;Non;2.0;;;;0;VI;;1.0;;;;;;;600.0;Gaz;Radiateur;Individuel;a;n;-892.0;a;2020-06;68224;1001;682241001;H;H;6822401;68701;44;68;8.96;3.0;0.052;9.22;388.0;0.053;2069.77
iad-france-792619;pr;a;v;0;57;;3;118000;;;0;0;0;0;D;230.0;48.07305;7.29018;Oui;;;;False;0;D;;;;;False;;False;6.0;475.0;;;;m;n;-900.0;a;2020-06;68374;0102;683740102;H;H;6837401;68501;44;68;9.13;7.0;0.053;10.67;21.0;0.062;2070.18
160340161;pr;a;v;0;57;;3;110000;;;495;0;0;0;D;230;48.07354;7.28782;Oui;;;;;0;D;;;;;;;;6.0;;;;;a;;1.0;a;2020-06;68374;0102;683740102;H;H;6837401;68501;44;68;9.13;7.0;0.057;10.67;21.0;0.066;1929.82
160409403;pr;a;v;0;60;;3;189000;;;0;0;0;0;0;;47.73512;7.31003;Non;;;;;0;;;;;;;;;;;;;;ca;;0.0;a;2020-06;68224;0801;682240801;H;H;6822401;68701;44;68;10.28;10.0;0.039;10.0;839.0;0.038;3150.0
160409405;pr;a;v;0;75;;4;259500;;;0;0;0;0;0;;47.73512;7.31003;Non;;;;;0;;;;;;;;;;;;;;ca;;0.0;a;2020-06;68224;0801;682240801;H;H;6822401;68701;44;68;9.35;9.0;0.032;9.22;388.0;0.032;3460.0
160409401;pr;a;v;0;40;;2;126500;;;0;0;0;0;0;;47.73512;7.31003;Non;;;;;0;;;;;;;;;;;;;;ca;;7.0;a;2020-06;68224;0801;682240801;H;H;6822401;68701;44;68;11.08;12.0;0.042;11.11;960.0;0.042;3162.5
ag681158-254578161;pr;m;v;0;160;;6;376000;;;0;1;0;1;C;148;47.7378;7.31183;Non;1.0;;1.0;;0;;;2.0;;;;;;;;Électrique;;;a;n;-900.0;m;2020-06;68224;0801;682240801;H;H;6822401;68701;44;68;9.42;1.0;0.048;10.46;8.0;0.053;2350.0
ag671474-254163618;pr;a;v;0;98;;4;140000;;;0;0;1;1;D;228;47.74532;7.31869;Non;2.0;;;False;0;E;;2.0;;;;;False;3.0;816.0;Gaz;;;a;n;-900.0;a;2020-06;68224;1102;682241102;H;H;6822401;68701;44;68;9.73;10.0;0.082;9.22;388.0;0.077;1428.57
hektor-MAYAIMMO2020-1627;pr;m;v;0;277;;8;580000;;;0;0;2;1;D;192;47.49686;7.30873;Oui;;;2.0;True;0;E;1973.0;2.0;;;;;;;;Fioul;;Individuel;a;n;-900.0;m;2020-06;68090;0000;680900000;Z;Z;6809000;68000;44;68;;;;;;;2093.86
hektor-MAYAIMMO2020-1567;pr;m;v;0;130;629.0;5;229000;;;0;0;2;0;E;267;47.49381;7.31569;Oui;2.0;;1.0;True;Est;F;;2.0;;;;;;;;Fioul;;Individuel;a;n;-900.0;m;2020-06;68090;0000;680900000;Z;Z;6809000;68000;44;68;;;;;;;1761.54
hektor-MAYAIMMO2020-1735;pr;m;v;0;150;;6;159000;;;0;0;0;1;D;209;47.50128;7.31508;Non;3.0;;;False;Sud-Est-Ouest;E;;1.0;;;;;;;;Gaz;Radiateur;Individuel;a;n;-900.0;m;2020-06;68090;0000;680900000;Z;Z;6809000;68000;44;68;;;;;;;1060.0
160646847;pr;mn;v;0;116;803.0;4;205140;138140.0;67000.0;0;0;0;0;0;;47.49342;7.31449;0;;;;;0;;;;;;;;;;;;;;cm;;7.0;m;2020-06;68090;0000;680900000;Z;Z;6809000;68000;44;68;;;;;;;1768.45
160084527;pr;a;v;0;55;;2;110000;;;462;0;0;0;D;159;48.0855;7.31031;Oui;;;;;0;E;;;;;;;;400.0;;;;;a;;1.0;a;2020-06;68374;0103;683740103;H;H;6837401;68501;44;68;14.64;2.0;0.088;12.8;18.0;0.077;2000.0
laforet-immo-facile-16566499;pr;a;v;0;95;;5;171200;;;0;0;1;0;E;261;48.08292;7.33882;Oui;3.0;;;True;0;F;1970.0;1.0;;;;;;48.0;1600.0;;;;a;n;-891.0;a;2020-06;68066;0601;680660601;H;H;6806601;68501;44;68;8.45;1.0;0.056;9.45;59.0;0.063;1802.11
ag681154-252828169;pr;a;v;3;69;;3;290000;;;0;0;0;1;NS;;48.06842;7.35351;Non;;;;False;Est;;;1.0;;;;;True;;;;;Individuel;a;n;-892.0;a;2020-06;68066;0202;680660202;H;H;6806601;68501;44;68;10.56;17.0;0.03;10.63;512.0;0.03;4202.9
ag681154-252828175;pr;a;v;2;69;;3;269000;;;0;0;0;1;NS;;48.06738;7.35652;Non;;;;False;Est;;;1.0;;;;;True;;;;;Individuel;a;n;-892.0;a;2020-06;68066;0202;680660202;H;H;6806601;68501;44;68;10.56;17.0;0.033;10.63;512.0;0.033;3898.55
ag681154-252828217;pr;a;v;6;33;;1;179000;;;0;0;0;1;NS;;48.06737;7.35764;Non;;;;False;0;;;1.0;;;;;True;;;;;Individuel;a;n;-891.0;a;2020-06;68066;0202;680660202;H;H;6806601;68501;44;68;18.7;8.0;0.041;16.0;207.0;0.035;5424.24
